iter	Passed	Remaining
532	1566	1372
533	1569	1369
534	1572	1366
535	1574	1363
536	1577	1360
537	1580	1357
538	1583	1354
539	1586	1351
540	1589	1348
541	1592	1345
542	1595	1343
543	1598	1340
544	1601	1337
545	1604	1334
546	1607	1331
547	1610	1328
548	1613	1325
549	1616	1322
550	1619	1319
551	1622	1316
552	1624	1313
553	1627	1310
554	1630	1307
555	1633	1304
556	1637	1302
557	1640	1299
558	1642	1296
559	1646	1293
560	1649	1290
561	1651	1287
562	1654	1284
563	1657	1281
564	1660	1278
565	1663	1275
566	1666	1272
567	1669	1269
568	1671	1266
569	1674	1263
570	1678	1260
571	1680	1257
572	1683	1254
573	1686	1251
574	1688	1248
575	1692	1245
576	1694	1242
577	1697	1239
578	1699	1236
579	1702	1233
580	1705	1229
581	1707	1226
582	1710	1223
583	1713	1220
584	1715	1217
585	1718	1213
586	1720	1210
587	1722	1206
588	1725	1203
589	1727	1200
590	1730	1197
591	1733	1194
592	1736	1191
593	1738	1188
594	1741	1185
595	1744	1182
596	1746	1179
597	1749	1176
598	1752	1172
599	1754	1169
600	1757	1166
601	1759	1163
602	1762	1160
603	1764	1156
604	1767	1153
605	1769	1150
606	1772	1147
607	1774	1143
608	1777	1140
609	1779	1137
610	1782	1134
611	1785	1131
612	1788	1129
613	1791	1126
614	1794	1123
615	1796	1120
616	1799	1116
617	1801	1113
618	1804	1110
619	1807	1107
620	1809	1104
621	1812	1101
622	1815	1098
623	1817	1095
624	1819	1091
625	1822	1088
626	1825	1085
627	1828	1082
628	1831	1080
629	1833	1076
630	1836	1073
631	1839	1070
632	1841	1067
633	1844	1064
634	1846	1061
635	1849	1058
636	1852	1055
637	1854	1052
638	1857	1049
639	1860	1046
640	1862	1043
641	1865	1040
642	1868	1037
643	1871	1034
644	1874	1031
645	1877	1028
646	1880	1025
647	1882	1022
648	1885	1019
649	1887	1016
650	1890	1013
651	1893	1010
652	1895	1007
653	1898	1004
654	1901	1001
655	1903	998
656	1906	995
657	1908	992
658	1911	989
659	1914	986
660	1916	982
661	1919	979
662	1921	976
663	1925	974
664	1927	971
665	1930	967
666	1932	964
667	1935	961
668	1937	958
669	1940	955
670	1942	952
671	1945	949
672	1948	946
673	1951	943
674	1953	940
675	1956	937
676	1959	934
677	1962	931
678	1964	928
679	1967	925
680	1969	922
681	1972	919
682	1975	916
683	1978	913
684	1980	910
685	1983	907
686	1984	904
687	1987	901
688	1989	897
689	1991	894
690	1993	891
691	1996	888
692	1998	885
693	2000	882
694	2003	879
695	2005	876
696	2008	873
697	2010	869
698	2013	866
699	2015	863
700	2016	860
701	2018	857
702	2021	853
703	2022	850
704	2024	847
705	2026	843
706	2028	840
707	2030	837
708	2031	833
709	2032	830
710	2034	827
711	2036	823
712	2038	820
713	2040	817
714	2041	813
715	2042	810
716	2044	807
717	2046	803
718	2047	800
719	2049	797
720	2051	793
721	2052	790
722	2054	787
723	2056	783
724	2058	780
725	2060	777
726	2062	774
727	2065	771
728	2067	768
729	2070	765
730	2072	762
731	2074	759
732	2078	756
733	2080	753
734	2082	750
735	2085	748
736	2087	745
737	2091	742
738	2093	739
739	2096	736
740	2098	733
741	2101	730
742	2104	727
743	2107	725
744	2110	722
745	2113	719
746	2116	716
747	2118	713
748	2122	711
749	2124	708
750	2127	705
751	2130	702
752	2132	699
753	2134	696
754	2137	693
755	2140	690
756	2143	688
757	2146	685
758	2149	682
759	2152	679
760	2155	677
761	2158	674
762	2161	671
763	2163	668
764	2166	665
765	2169	662
766	2171	659
767	2173	656
768	2175	653
769	2176	650
770	2178	646
771	2180	644
772	2183	641
773	2185	638
774	2187	635
775	2190	632
776	2192	629
777	2195	626
778	2198	623
779	2201	620
780	2203	617
781	2206	615
782	2209	612
783	2211	609
784	2214	606
785	2217	603
786	2220	600
787	2223	598
788	2226	595
789	2228	592
790	2231	589
791	2233	586
792	2237	583
793	2239	581
794	2242	578
795	2245	575
796	2248	572
797	2250	569
798	2253	566
799	2256	564
800	2259	561
801	2262	558
802	2265	555
803	2267	552
804	2270	550
805	2273	547
806	2276	544
807	2279	541
808	2282	538
809	2285	536
810	2288	533
811	2291	530
812	2294	527
813	2297	524
814	2300	522
815	2304	519
816	2307	516
817	2309	513
818	2312	511
819	2315	508
820	2318	505
821	2321	502
822	2324	499
823	2327	497
824	2330	494
825	2333	491
826	2335	488
827	2338	485
828	2341	483
829	2344	480
830	2347	477
831	2350	474
832	2353	471
833	2356	469
834	2359	466
835	2362	463
836	2365	460
837	2368	457
838	2371	455
839	2373	452
840	2376	449
841	2379	446
842	2383	443
843	2386	441
844	2389	438
845	2394	435
846	2398	433
847	2401	430
848	2403	427
849	2407	424
850	2411	422
851	2414	419
852	2417	416
853	2420	413
854	2423	410
855	2426	408
856	2429	405
857	2431	402
858	2433	399
859	2437	396
860	2439	393
861	2442	391
862	2445	388
863	2448	385
864	2452	382
865	2454	379
866	2457	377
867	2460	374
868	2463	371
869	2466	368
870	2468	365
871	2471	362
872	2475	360
873	2478	357
874	2481	354
875	2484	351
876	2486	348
877	2489	345
878	2492	343
879	2495	340
880	2498	337
881	2501	334
882	2504	331
883	2507	329
884	2510	326
885	2513	323
886	2516	320
887	2518	317
888	2521	314
889	2524	312
890	2527	309
891	2530	306
892	2532	303
893	2535	300
894	2537	297
895	2541	294
896	2543	292
897	2546	289
898	2548	286
899	2551	283
900	2554	280
901	2557	277
902	2559	274
903	2562	272
904	2565	269
905	2567	266
906	2570	263
907	2573	260
908	2576	257
909	2578	255
910	2581	252
911	2584	249
912	2587	246
913	2589	243
914	2591	240
915	2594	237
916	2597	235
917	2600	232
918	2603	229
919	2605	226
920	2608	223
921	2611	220
922	2613	218
923	2616	215
924	2619	212
925	2621	209
926	2624	206
927	2627	203
928	2629	200
929	2632	198
930	2635	195
931	2637	192
932	2640	189
933	2643	186
934	2646	183
935	2649	181
936	2652	178
937	2655	175
938	2657	172
939	2660	169
940	2662	166
941	2665	164
942	2668	161
943	2670	158
944	2673	155
945	2676	152
946	2678	149
947	2681	147
948	2684	144
949	2687	141
950	2690	138
951	2693	135
952	2695	132
953	2698	130
954	2700	127
955	2703	124
956	2706	121
957	2708	118
958	2711	115
959	2714	113
960	2716	110
961	2719	107
962	2722	104
963	2725	101
964	2727	98
965	2731	96
966	2733	93
967	2736	90
968	2738	87
969	2741	84
970	2744	81
971	2747	79
972	2749	76
973	2752	73
974	2755	70
975	2758	67
976	2760	64
977	2763	62
978	2765	59
979	2768	56
980	2770	53
981	2773	50
982	2776	48
983	2778	45
984	2781	42
985	2784	39
986	2786	36
987	2789	33
988	2792	31
989	2794	28
990	2796	25
991	2799	22
992	2802	19
993	2804	16
994	2807	14
995	2810	11
996	2812	8
997	2815	5
998	2818	2
999	2821	0
